id,question,answer,category,tags,alt_questions
168,khi có nhiều phiếu nhập ứng với 1 hóa đơn thì phải làm sao?,Tập hợp tất cả phiếu nhập liên quan (tên hàng – số lượng – đơn giá) → Vào Mua hàng → Nhận hóa đơn → Thêm → Chọn nhà cung cấp → Chọn nhiều phiếu nhập đúng → Nhập thông tin hóa đơn → Cất.,quy_trinh_mua_hang_misa,mua_hàng,khi có nhiều phiếu nhập ứng với 1 hóa đơn thì phải làm sao? là gì?
169,khi nhập hóa đơn trên misa cần lưu ý gì về vat?,VAT phải khớp với hóa đơn nhà cung cấp. Nếu phần mềm gợi ý sai thuế suất thì phải chỉnh lại trước khi Cất.,quy_trinh_mua_hang_misa,,khi nhập hóa đơn trên misa cần lưu ý gì về vat? là gì?
170,nhầm phiếu nhập khi nhận hóa đơn thì phải xử lý thế nào?,Hủy hóa đơn đã nhận trên phần mềm (nếu chưa vào kỳ) hoặc lập biên bản điều chỉnh và liên hệ kế toán để sửa đúng phiếu nhập.,khac,,nhầm phiếu nhập khi nhận hóa đơn thì phải xử lý thế nào? là gì?
171,các loại công nợ theo thời hạn gồm những loại nào?,"Có ba loại: công nợ 30 ngày, 60 ngày và 90 ngày, phụ thuộc thỏa thuận giữa BMC và nhà cung cấp.",khac,,các loại công nợ theo thời hạn gồm những loại nào? là gì?
172,mục tiêu đối chiếu công nợ là gì?,"Nhằm đảm bảo ghi nhận đầy đủ số lượng – giá – thuế – mặt hàng giữa BMC và nhà cung cấp, và chốt số liệu khớp nhau trước khi thanh toán.",khac,,mục tiêu đối chiếu công nợ là gì? là gì?
173,quy trình đối chiếu công nợ hàng tháng như thế nào?,(1) Yêu cầu nhà cung cấp gửi ĐCCN; (2) Đối chiếu từng hóa đơn; (3) Ghi nhận chênh lệch; (4) Trình ký; (5) Scan và lưu trữ kế toán.,quy_trinh,,quy trình đối chiếu công nợ hàng tháng như thế nào? là gì?
174,làm sao để xem báo cáo công nợ nhà cung cấp trên misa?,MISA → Báo cáo → Mua hàng → Công nợ phải trả nhà cung cấp → Chọn tham số → Chọn kỳ báo cáo và nhà cung cấp → Xem báo cáo.,quy_trinh_mua_hang_misa,mua_hàng,làm sao để xem báo cáo công nợ nhà cung cấp trên misa? là gì?
175,khi đối chiếu phát sinh lệch đầu kỳ thì nguyên nhân thường là gì?,Do nhà cung cấp xuất hóa đơn tháng trước sang tháng sau. Cần tính chênh lệch và tìm đúng hóa đơn lệch.,khac,,khi đối chiếu phát sinh lệch đầu kỳ thì nguyên nhân thường là gì? là gì?
176,khi phát sinh lệch cuối kỳ thì nguyên nhân là gì?,Do hóa đơn tháng hiện tại được nhà cung cấp xuất sang tháng kế tiếp.,khac,,khi phát sinh lệch cuối kỳ thì nguyên nhân là gì? là gì?
177,lệch thanh toán là gì và vì sao xảy ra?,Do nhà cung cấp bù hàng lỗi hoặc xuất trả hàng. Phải kiểm tra phiếu bù lỗi hoặc phiếu trả hàng.,khac,kiểm_tra,lệch thanh toán là gì và vì sao xảy ra? là gì?
178,khi nhà cung cấp và bmc không khớp số lượng hàng thì xử lý thế nào?,Liên hệ nhà cung cấp yêu cầu kiểm tra lại; đối chiếu từng dòng hàng; điều chỉnh số liệu nếu nhà cung cấp xác nhận.,khac,kiểm_tra,khi nhà cung cấp và bmc không khớp số lượng hàng thì xử lý thế nào? là gì?
179,khi nhà cung cấp chậm gửi đccn thì bộ phận công nợ xử lý sao?,Nhắc nhà cung cấp gửi lại ngay; nếu cần gấp có thể đối chiếu bằng dữ liệu nội bộ rồi bổ sung ĐCCN sau.,khac,,khi nhà cung cấp chậm gửi đccn thì bộ phận công nợ xử lý sao? là gì?
180,thanh toán theo công nợ tháng khác gì thanh toán tuần?,Thanh toán công nợ tháng: trả các khoản công nợ theo hạn (30/60/90 ngày). Thanh toán tuần: trả các hóa đơn phát sinh vì nhà cung cấp không áp dụng công nợ.,khac,,thanh toán theo công nợ tháng khác gì thanh toán tuần? là gì?
181,cách chuẩn bị giấy đề nghị thanh toán như thế nào?,"Dùng file mẫu có sẵn, nhập đầy đủ thông tin số tiền – lý do thanh toán – nhà cung cấp – đính kèm hóa đơn và ĐCCN.",khac,,cách chuẩn bị giấy đề nghị thanh toán như thế nào? là gì?
182,làm sao để in đơn mua hàng phục vụ thanh toán?,Mở Google Drive thư mục Phuong – VT → Tìm file đơn mua hàng → Xuất PDF → In.,quy_trinh_mua_hang_misa,mua_hàng,làm sao để in đơn mua hàng phục vụ thanh toán? là gì?
183,các chứng từ nhà cung cấp cần cung cấp để thanh toán gồm gì?,Gồm Hóa đơn GTGT và Đối chiếu công nợ đã ký.,khac,,các chứng từ nhà cung cấp cần cung cấp để thanh toán gồm gì? là gì?
184,trình ký hồ sơ thanh toán theo thứ tự nào?,CSKH → Vật tư → Kế toán → Giám đốc duyệt cuối.,khac,,trình ký hồ sơ thanh toán theo thứ tự nào? là gì?
185,làm sao kiểm tra hóa đơn thật hay giả?,Kiểm tra mã tra cứu trên hóa đơn → Tra trên cổng thuế điện tử → Đối chiếu MST và ngày hóa đơn → So khớp QR code.,khac,kiểm_tra,làm sao kiểm tra hóa đơn thật hay giả? là gì?
186,tại sao giá trị trước thuế trên phiếu nhập phải bằng hóa đơn?,Vì đó là giá trị hạch toán thực tế vật tư; nếu không khớp sẽ tạo lệch công nợ và lệch giá vốn.,khac,,tại sao giá trị trước thuế trên phiếu nhập phải bằng hóa đơn? là gì?
187,nếu nhà cung cấp gửi hóa đơn muộn hơn kỳ đối chiếu thì cần làm gì?,"Ghi chú lại hóa đơn nhận muộn, điều chỉnh công nợ kỳ sau và thông báo cho kế toán để xử lý thuế.",khac,,nếu nhà cung cấp gửi hóa đơn muộn hơn kỳ đối chiếu thì cần làm gì? là gì?
188,nếu phiếu nhập bị sửa sau khi đã nhận hóa đơn thì có được không?,Không được. Phải lập biên bản điều chỉnh và xử lý với kế toán trước khi sửa.,khac,,nếu phiếu nhập bị sửa sau khi đã nhận hóa đơn thì có được không? là gì?
189,nếu lỡ nhận hóa đơn vào sai phiếu nhập thì có thể xóa được không?,Có thể xóa nếu chưa khóa sổ. Nếu đã khóa sổ phải nhờ kế toán mở kỳ kế toán hoặc lập chứng từ điều chỉnh.,khac,,nếu lỡ nhận hóa đơn vào sai phiếu nhập thì có thể xóa được không? là gì?
190,hướng dẫn kiểm tra và xử lý lỗi vật tư phụ,"HƯỚNG DẪN KIỂM TRA VÀ XỬ LÝ LỖI VẬT TƯ PHỤ I/. Kiểm tra khi nhận vật tư từ nhà cung cấp     - Vật tư phụ kiểm II/. Kiểm tra trước khi sản xuất    - KCS, công nhân đứng line kiểm III/. Kiểm tra trên line    - KCS kiểm, công nhân trên line IV/. Quy trình xử lý lỗi",quy_trinh,kiểm_tra,hướng dẫn kiểm tra và xử lý lỗi vật tư phụ là gì?
191,nội dung kiểm tra vật tư phụ khi nhận từ nhà cung cấp gồm những gì?,"I. Kiểm tra khi nhận vật tư từ nhà cung cấp Kiểm tra chai, nắp, seal Kiểm tra túi, nhãn, màng Kiểm tra thùng, hộp (IMG_KEY: 1-kiem-ra-vat-tu-khi-nhan-tu-nha-cung-cap.jpg) (IMG_KEY: 2-kiem-ra-vat-tu-khi-nhan-tu-nha-cung-cap.jpg) (IMG_KEY: 3-kiem-ra-vat-tu-khi-nhan-tu-nha-cung-cap.jpg) Nguyên tắc  Tất cả các vật tư phụ > phải kiểm tra và xác nhận ĐẠT bởi nhân viên vật tư ( có chữ kí xác nhận lên phiếu kiểm tra)  > mới được phép nhập kho  1. Kiểm tra chai, nắp, seal Các chỉ tiêu cần kiểm tra: > Ngoại quan : màu sắc, hình dạng, miệng chai, cảm quan  > Trọng lượng : cân xem nằm trong giới hạn cho phép hay không( bộ phận vật tư cung cấp) > Số lượng : theo quy chuẩn, phiếu giao hàng của nhà cung cấp và kế hoạch vật tư báo cho về  > Seal: xem có rớt seal không, và lấy 5 chai+ nắp ( đổ nước vào tối thiểu 50% dung tích) chạy thử qua máy ép seal>> đạt thì nhận, không đạt trả về cho nhà cung cấp Phương pháp kiểm tra seal Kiểm tra miệng chai Vuốt ngược xung quanh > xem có tróc giấy không > Có đủ nhiệt để seal ăn đều quanh miệng chưa Ấn seal > xem quanh miệng chai kiểm tra có điểm nào ăn seal chưa đạt bị bung > điều chỉnh lại vị trí chai đi qua máy seal đã chuẩn chưa? Cắt seal 4 phần > bóc seal từng phần > để kiểm tra các vị trí trên miệng đều ăn seal (IMG_KEY: phuong-phap-kiem-tra-seal.jpg) Các lỗi trong sản xuất: (IMG_KEY: loi-trong-san-xuat-mau-sac-nap-bi-lech-trong-cung-1-lo.jpg) (IMG_KEY: loi-trong-san-xuat-rot-seal.jpg) (IMG_KEY: loi-trong-san-xuat-trong-luong-chai-chenh-lech.jpg) (IMG_KEY: loi-trong-san-xuat-lan-nap-khong-logo.jpg) (IMG_KEY: loi-trong-san-xuat-lung-ron-chai.jpg) (IMG_KEY: loi-trong-san-xuat-kiem-tra-do-day-mong-than-chai.jpg) (IMG_KEY: loi-trong-san-xuat-test-seal.jpg) (IMG_KEY: loi-trong-san-xuat-tach-lop-o-than-chai.jpg) (IMG_KEY: loi-trong-san-xuat-nap-lan-trong-lo.jpg) (IMG_KEY: loi-trong-san-xuat-than-chai-nhua-khong-deu-lung-xi.jpg) (IMG_KEY: loi-trong-san-xuat-lech-mau-chai.jpg) (IMG_KEY: loi-trong-san-xuat-chai-bien-dang.jpg) (IMG_KEY: loi-trong-san-xuat-lung-chai.jpg) (IMG_KEY: loi-trong-san-xuat-khuyet-seal.jpg) 2. Kiểm tra túi, nhãn, màng  Các chỉ tiêu cần kiểm tra: > Nội dung market : theo market vật tư đã ký duyệt, đơn hàng sếp đã duyệt > Kích thước : theo tiêu chuẩn > Số lượng : theo đơn hàng, phiếu giao hàng của nhà cung cấp, kế hoạch giao hàng  > cảm quan : nhãn có cong, vênh hay không? Mực in có đẹp không? Màu sắc đúng theo tone màu ko?  > Riêng với túi : lấy 3 túi/ 1 loại kiểm tra độ bung của các mép ép >> nếu đạt thì nhận, không đạt trả nhà cung cấp Phương pháp kiểm tra TÚI (IMG_KEY: phuong-phap-kiem-tra-tui.jpg) Các lỗi trong sản xuất: (IMG_KEY: loi-trong-san-xuat-nhan-cong.jpg) (IMG_KEY: loi-trong-san-xuat-noi-dung-nhan-nhan-thuc-te-bi-sai.jpg) (IMG_KEY: loi-trong-san-xuat-lech-tone-mau-so-voi-market.jpg) (IMG_KEY: loi-trong-san-xuat-bung-mep-tui.jpg) (IMG_KEY: loi-trong-san-xuat-nhan-dut.jpg) (IMG_KEY: loi-trong-san-xuat-nhan-lan-trong-1-lo-tui.jpg) (IMG_KEY: loi-trong-san-xuat-goi-cat-khong-deu.jpg) (IMG_KEY: loi-trong-san-xuat-goi-mang-bi-lung-lem-muc.jpg) (IMG_KEY: loi-trong-san-xuat-nhan-bi-de-chu.jpg) 3. Kiểm tra thùng, hộp  Các chỉ tiêu kiểm tra: > Kiểm tra cảm quan, số lớp, thùng cán màng hay phủ chống thấm,  market đối với thùng in offset > Số lượng: theo phiếu giao hàng của nhà cung cấp và lịch cho hàng về của vật tư > Độ cứng : rất quan trọng > Mã thùng Các cách kiểm tra thùng hộp: Kiểm tra mã thùng  (IMG_KEY: kiem-tra-ma-thung.jpg) Kiểm tra số lớp thùng  (IMG_KEY: kiem-tra-so-lop-thung.jpg) Kiểm tra bấm ghim  (IMG_KEY: kiem-tra-bam-ghim.jpg) Kiểm tra lỗi in thùng hai mặt cùng thiết kế trên offset  (IMG_KEY: loi-in-thung-hai-mat-cung-thiet-ke-tren-thung-offset.jpg) Kiểm tra độ cứng của thùng: (IMG_KEY: kiem-tra-do-cung-cua-thung.jpg)",ke_hoach_vat_tu,in_offset|kiểm_tra|kế_hoạch|nhập_kho|thiết_kế,nội dung kiểm tra vật tư phụ khi nhận từ nhà cung cấp gồm những gì? là gì?
192,nội dung kiểm tra trước khi sản xuất gồm những gì?,"Nguyên tắc: > Tất cả chai, thùng, nhãn, màng, túi: KCS, công nhân đứng line phải kiểm tra trước khi cho chạy ( cho chai không liệu chạy qua máy seal > test sael)  > Đạt mới được phép cho vào line sản xuất. > Riêng với chai : đổi lệnh, hay đổi nhà cung cấp >> đều phải kiểm tra seal đạt mới cho chạy. > Tất cả các line chỉ được phép chạy khi có chữ ký xác nhận của KCS lên lệnh sản xuất ",chai,kiểm_tra,nội dung kiểm tra trước khi sản xuất gồm những gì? là gì?
193,kiểm tra trước khi sản xuất,"Cách kiểm tra: Chai : lấy 5 chai không + nắp. ( Không chiết liệu) > cho chạy qua máy seal >> KCS kiểm tra ok > mới cho line chạy  Nhãn, màng, thùng, hộp>> kiểm tra đúng loại , và chất lượng ok mới cho chạy",chai,kiểm_tra,kiểm tra trước khi sản xuất là gì?
194,các nội dung cần kiểm tra trên line khi sản xuất gồm những gì?,"IV. Kiểm tra trên line Các chỉ tiêu kiểm tra: > Trọng lượng : đúng quy cách, và trong giới hạn cho phép hay không? > Seal: seal ăn không? Có tách seal, non seal hay già seal không? Cỏ glufosinate, diquat các loại : 10 chai kiểm 1 chai  Các loại cỏ khác : 5 chai kiểm 1 chai Các loại sâu bệnh : 8-10 chai kiểm 1 chai Riêng các loại EC mạnh : arriphos, forgon, forsan, cythrin..: Kiểm seal 100% > Nhãn: có bị lệch không, ăn keo không? > Date: có đúng date, có mờ, lem không > Tem chống giả: với những loại yêu cầu dán. - Có đúng tem, đúng vị trí, dán đúng cách không? > Thùng thành phẩm : số lượng chai/ thùng, trọng lượng, thông tin KCS trên thùng (IMG_KEY: non-seal.jpg) (IMG_KEY: gia-seal-chay-seal.jpg) (IMG_KEY: kiem-tra-bung-mep-tui.jpg) (IMG_KEY: loi-trong-san-xuat-trong-date.jpg) (IMG_KEY: loi-trong-san-xuat-mo-date.jpg) (IMG_KEY: loi-trong-san-xuat-nap-ke.jpg) (IMG_KEY: loi-trong-san-xuat-lung-can.jpg) (IMG_KEY: loi-trong-san-xuat-bung-lop-seal.jpg) (IMG_KEY: loi-trong-san-xuat-be-nap.jpg) (IMG_KEY: loi-trong-san-xuat-bao-via-trong-than-chai.jpg) (IMG_KEY: loi-trong-san-xuat-bung-mep-tui.jpg) (IMG_KEY: loi-trong-san-xuat-tem-dan-chua-dinh.jpg) (IMG_KEY: loi-trong-san-xuat-thung-bi-thung-do-nhà cung cấp-cat-be-sai-kich thuoc.jpg) (IMG_KEY: loi-trong-san-xuat-lung-ron-cua-chai.jpg) (IMG_KEY: loi-trong-san-xuat-rach-goc-thung.jpg) (IMG_KEY: loi-trong-san-xuat-thung-than-chai.jpg) (IMG_KEY: loi-trong-san-xuat-hai-seal.jpg) (IMG_KEY: loi-trong-san-xuat-lan-tui-trong-cung-1-lo.jpg) (IMG_KEY: loi-trong-san-xuat-lan-chai-khong-logo-vao-chai-co-logo.jpg) (IMG_KEY: loi-trong-san-xuat-dinh-lieu-tren-chai.jpg) (IMG_KEY: loi-trong-san-xuat-bung-mep-nhan.jpg) (IMG_KEY: loi-trong-san-xuat-lech-nhan.jpg) (IMG_KEY: loi-trong-san-xuat-lan-seal-khong-logo-vao-seal-co-logo.jpg) (IMG_KEY: loi-trong-san-xuat-nap-khong-seal.jpg) SẢN PHẨM ĐÓNG VÀ TRỌNG LƯỢNG CHAI CHƯA PHÙ HỢP _> Cần tăng trọng lượng chai Nhóm chai dùng chung bastar HD 95gr ( móp chai ) (7.2024) (IMG_KEY: loi-trong-san-xuat-nhom-chai-dung-chung-bastar-hd.jpg) Nhóm chai KH mang tới 100gr HD 1 lít KH c2 Bình Minh (3.2024) (IMG_KEY: loi-trong-san-xuat-nhom-chai-khach-hang-mang-toi-100gr-hd.jpg) SẢN PHẨM ĐÓNG VÀ TRỌNG LƯỢNG CHAI CHƯA PHÙ HỢP Mekongvil 5SC - 1lít (20c) - Vill Thụy Sĩ - TVS (Chai tròn trắng đục BASP CHAG1000-01) date: LSX: 16.03.2024 Trọng lượng 100gr-> bị móp (IMG_KEY: loi-trong-san-xuat-san-pham-dong-va-trong-luong-luong-chua-phu-hop-mekongvil-5sc.jpg) ĐƯỜNG KÍNH SEAL VÀ LỚP SEAL CHƯA PHÙ HỢP VỚI MIỆNG CHAI ( SEAL BT-> CHUYỂN SEAL NHÔM LOGO BMC) LỖI 16.11 nhà cung cấp Thành phát seal ăn ko đều (IMG_KEY: loi-trong-san-xuat-thanh-phat-seal-an-khong-deu.jpg) NẮP BỊ NỨT DO SIẾT QUÁ CHẶT HOẶC CHẤT LƯỢNG NHỰA - CÓ TÁC ĐỘNG CỦA LỰC SẼ BỊ NỨT NẮP (IMG_KEY: loi-trong-san-xuat-nap-bi-nut-do-siet-qua-chat.jpg) Thân chai nhựa không đều (IMG_KEY: loi-trong-san-xuat-can-bi-thung-mop.jpg) Thay đổi cách chất can trong thùng để hạn chế  móp ( gãy ) can (IMG_KEY: thay-doi-cach-chat-can-trong-thung-de-han-che-mop.jpg) Lỗi trong giai đoạn thổi chai > xuất hiện bong bóng khí trên chai  (IMG_KEY: loi-trong-san-xuat-la-xuat-hien-bong-bong-khi-tren-chai.jpg) Thân chai nhựa không đều (IMG_KEY: than-chai-nhua-khong-deu.jpg)",chai,1lít|EC|NHOM|NHÔM|chống_giả|kiểm_tra,các nội dung cần kiểm tra trên line khi sản xuất gồm những gì? là gì?
195,quy trình xử lý lỗi vật tư phụ được thực hiện như thế nào?,"Nhận thông tin lỗi từ sản xuất, kho => Kiểm tra thực tế  => Tìm nguyên nhân lỗi => Xử lý lỗi => Phương án khắc phục tức thời và lâu dài. CỤ THỂ:  Nguyên tắc xử lý lỗi > TÌM ĐƯỢC NGUYÊN NHÂN GỐC RỄ: - Nhanh chóng, kịp thời, chính xác > những lỗi nghiêm trọng cần báo ngay cấp lãnh đạo để có phương án xử lý tối ưu nhất - Phát hiện lỗi thông báo ngay đến các bộ phận liên quan để ngừng sản xuất hoặc ngừng xuất hàng (sản xuất, kho, kinh doanh, kế toán) - Phương án xử lý nhanh nhất để kịp thời đáp ứng sản xuất - Giải quyết vấn đề từ nguyên nhân gốc rễ - Ngăn chặn ngay những lỗi phát sinh từ nhà cung cấp (ngừng dùng) cho đến khi xử lý được triệt để các lỗi > xử lý nhanh nhà cung cấp khác để kịp thời bù vật tư cho sản xuất - Những lỗi chưa xác định nguyên nhân cụ thể > ngưng ngay nhà cung cấp chuyển nhà cung cấp khác > xử lý thành phẩm trong kho nếu có (tính chi phí nhà cung cấp) - Khi có các lỗi phát sinh mới, cần thông báo toàn bộ hệ thống để nắm thông tin , thông báo nhà cung cấp khác có liên quan để rà soát, nhắc nhở ngăn ngừa lỗi tương tự",quy_trinh,kiểm_tra,quy trình xử lý lỗi vật tư phụ được thực hiện như thế nào? là gì?
196,các nghiệp vụ phát sinh chính của vật tư gồm những gì?,Nghiệp Vụ Phát Sinh Của Vật Tư 1. TEST CHAI  2. THIẾT KẾ NHÃN RIÊNG 3. KIỂM TRA HUỶ NHÃN  4. KIỂM TRA THÀNH PHẨM 5. QUẢN LÝ CÂN VÀ XE NÂNG TAY ĐIỆN,chai,kiểm_tra|thiết_kế,các nghiệp vụ phát sinh chính của vật tư gồm những gì? là gì?
197,nội dung quy trình test chai gồm những gì?,"I. TEST CHAI  Mục đích:  Đảm bảo tương thích giữa chai và thuốc Đảm bảo chất lượng và ổn định sản phẩm Đảm bảo an toàn vận chuyển – lưu kho – sử dụng Giảm rủi ro kinh tế và thương hiệu Các trường hợp cần test trước chai :  - Test các chai mới (lưu ý đo thùng, đo nhãn) Test các sản phẩm mới trước khi đóng hàng loạt Thay đổi loại chai hoặc nhà cung cấp mới Test các sản phẩm mới theo nhu cầu đóng của khách hàng Tiến hành các bước test chai:  Bước 1: Chuẩn bị các loại chai cần test (mỗi loại 3-5 chai) Bước 2: Kiểm tra và lên danh sách các loại liệu cần để test chai  Bước 3: Ứng liệu để test chai (từ sản xuất hoặc kho nguyên liệu) (IMG_KEY: buoc-1-2-3-test-chai.jpg) Bước 4: Tiến hành test chai (test ở sản xuất để đảm bảo tính đồng bộ và tính tiệm cận nhất với sản xuất) – lưu ý: ghi chú rõ nguyên liệu, ngày test, ncc chai  Bước 5: Mang lên phòng thí nghiệm bỏ vào tủ sấy  Bước 6: Cập nhật vào bảng theo dõi để làm tư liệu đánh giá (IMG_KEY: buoc-4-5-6-test-chai.jpg)  Lưu ý khi test chai:  kiểm tra thật kỹ khi tiến hành test chai: đặc biệt là về seal > canh chuẩn về nhiệt độ và seal ăn chắc đều chuẩn, không già seal, non seal > mới đánh giá chính xác độ tương thích, thời gian test seal: tủ sấy là 14 ngày , sau đó để ở nhiệt độ phòng để tiếp tục theo dõi. KIỂM TRA KẾT QUẢ SAU 7 NGÀY VÀ 14 NGÀY : Đánh giá cảm quan, hình thức bên ngoài: chai có bị biến dạng hay không, phồng thân chai, nứt chai, nứt đáy, lưu ý về độ giòn của thân chai Đánh giá seal: seal có bị ẩm, bong tróc, hiện tượng phá seal ăn mòn hoặc tách lớp Đánh giá nguyên liệu: tình trạng nguyên liệu có bình thường không? mức liệu các chai có chênh lệch không?",chai,kiểm_tra,nội dung quy trình test chai gồm những gì? là gì?
198,nội dung và quy trình thiết kế nhãn riêng gồm những gì?,"II. THIẾT KẾ NHÃN RIÊNG Mục đích: Đáp ứng như cầu của khách hàng muốn đóng nhãn riêng Hệ thống nhu cầu của khách logic và tránh thiếu sót nhu cầu  Phối hợp với CSKH để đáp ứng đúng ý của khách hàng và tiến độ nhanh chóng  QUY TRÌNH THIẾT KẾ NHÃN RIÊNG: NHẬN LỆNH THIẾT KẾ TỪ CSKH -> PHÂN THIẾT KẾ -> THIẾT KẾ NHÃN -> CHỐT NHÃN (IMG_KEY: quy-trinh-thiet-ke-nhan-rieng.jpg) Bước 1: Nhận lệnh thiết kế từ CSKH CSKH nhận yêu cầu thiết kế từ khách hàng > CSKH chụp xác nhận của khách hàng gửi lên nhóm Nhãn riêng > Vật tư (thiết kế) cập nhật vào file theo dõi  (IMG_KEY: buoc-1-thiet-ke-nhan-rieng.jpg) Bước 2: Vật tư (thiết kế) vào nhóm thiết kế > phân thiết kế phụ trách thiết kế nhãn theo nhu cầu của khách CSKH có trách nhiệm trao đổi với khách để lên ý tưởng, hình ảnh, màu sắc theo ý của khách hàng Vật tư có trách nhiệm giải quyết các thắc mắc và tính pháp lý của nhãn Thiết kế phối hợp và thiết kế theo yêu cầu của khách  (IMG_KEY: buoc-2-thiet-ke-nhan-rieng.jpg) Bước 3: Thiết kế phụ trách thiết kế. Lưu ý: Bám sát vào ý tưởng khách hàng Thiết kế theo thông tin trên giấy đăng kí sản phẩm Kiểm tra thông tin nhãn trên bảng check nhãn để tránh thiếu sót các thông tin bắt buộc trên nhãn  Các thông tin sản phẩm đặc thù phải đặc biệt lưu ý và không được sai sót trên nhãn Đặc biệt kiểm tra TÊN HIỆU của nhãn (IMG_KEY: buoc-3-thiet-ke-nhan-rieng.jpg) Bước 4: Chốt nhãn Thiết kế xong nhãn > gửi lên nhóm > Khách hàng xác nhận > Vật tư (thiết kế) cập nhật vào file theo dõi > gửi lên nhóm CHỐT NHÃN (IMG_KEY: buoc-4-thiet-ke-nhan-rieng.jpg) Lưu ý:  Trong quá trình thiết kế nhãn, các bộ phận phải theo dõi và giải quyết các vấn đề của khách nhanh nhất và hợp lý nhất Các bộ phận có trách nhiệm nhắc nhở lẫn nhau để tiến độ diễn ra nhanh chóng CSKH có nhiệm vụ tư vấn và trao đổi với khách các vấn đề liên quan đến nhãn mác, tránh trường hợp đã thiết kế xong nhưng khách không chốt Khi xảy ra các trường hợp sai quy định thiết kế, vật tư và cskh có nhiệm vụ tư vấn lại với khách, nếu liên quan đến pháp lý không thể giải quyết phải liên hệ với cấp trưởng để chốt lại.",nhan_mang_tui,kiểm_tra|thiết_kế,nội dung và quy trình thiết kế nhãn riêng gồm những gì? là gì?
199,quy trình kiểm tra và huỷ nhãn được thực hiện như thế nào?,"III. KIỂM TRA HUỶ NHÃN  NHẬN YÊU CẦU HUỶ NHÃN TỪ SẾP OR CSKH Nhãn chung không có nhu cầu đóng Nhãn riêng: nhãn lẽ, nhãn không có nhu cầu đóng  TẬP HỢP NHÃN HUỶ Kết hợp với kho vật tư lên danh sách nhãn cần huỷ Kho tập hợp các nhãn lẻ sau kho đóng xong kế hoạch Tất cả tập trung về 1 vị trí để tránh nhầm lẫn  KIỂM TRA HUỶ NHÃN Vật tư kết hợp với kế toán kiểm tra nhãn huỷ nếu là nhãn chung Vật tư, kế toán, kinh doanh cùng kiểm tra huỷ HUỶ NHÃN Trình ký phiếu huỷ nhãn khi đã có chữ ký đầy đủ của người kiểm tra và quản lý bộ phận có liên quan  Sếp ký huỷ > scan phiếu gửi lên nhóm của sản xuất và đưa bảng gốc cho kế toán",ke_hoach_vat_tu,kiểm_tra|kế_hoạch,quy trình kiểm tra và huỷ nhãn được thực hiện như thế nào? là gì?
200,quy trình và mục đích kiểm tra thành phẩm gồm những gì?,"VI. KIỂM TRA THÀNH PHẨM Mục đích:  Đảm bảo chất lượng sản phẩm trong quá trình lưu kho Kiểm soát và phát hiện những lỗi sản phẩm trong quá trình sản xuất. Phát hiện thành phẩm không đạt chất lượng → có phương án phân loại, xử lý, hoặc thu hồi sớm trước khi phân phối. Lên lịch định kỳ hàng tháng kiểm tra các thành phẩm trong kho  Tập hợp danh sách và số lượng tồn kho một số sản phẩm có nguyên liệu đặc thù, nguyên liệu mạnh hoặc xông hơi Cách thức kiểm tra: Kiểm tra xác xuất 5-10% theo số lượng tồn kho thực tế Kiểm tra cảm quan và tình trạng seal  Nếu phát hiện các tình trạng bất thường > kịp thời thông báo các bộ phận liên quan để kiểm tra > các lỗi nghiêm trọng phải thông báo ngưng xuất hàng và báo cáo ngay với lãnh đạo để có phương án xử lý kịp thời LƯU Ý: Nếu phát hiện các tình trạng bất thường > kịp thời thông báo các bộ phận liên quan để kiểm tra > các lỗi nghiêm trọng phải thông báo ngưng xuất hàng và báo cáo ngay với lãnh đạo để có phương án xử lý kịp thời (IMG_KEY: kiem-tra-thanh-pham.jpg)",quy_trinh,kiểm_tra|tồn_kho,quy trình và mục đích kiểm tra thành phẩm gồm những gì? là gì?
201,nội dung quản lý cân và xe nâng tay điện gồm những gì?,"V. QUẢN LÝ CÂN VÀ XE NÂNG TAY ĐIỆN Mục đích: Kiểm tra tính chính xác và hoạt động của cân Kịp thời xử lý các lỗi của cân và xe nâng tay điện  ĐỐI VỚI CÂN - Định kỳ kiểm tra cân 2 tháng/lần, quản lý số lượng cân từng bộ phận - Kiểm tra tình trạng cân và theo dõi hiệu chỉnh, sửa chữa cân nếu có - Nhận thông tin, phản ánh  và xử lý các vấn đề về cân - Kiểm tra cách sử dụng cân, bảo quản cân (kiểm tra xác xuất các line dưới sản xuất) - Thanh lý hoặc mua bổ sung cân theo nhu cầu sử dụng của sản xuất và các bộ phận liên quan  ĐỐI VỚI XE NÂNG TAY ĐIỆN - Nhận thông tin, phản ánh và xử lý các vấn đề về xe nâng tay điện nếu phát sinh  - Kiểm tra cách sử dụng xe nâng trong quá trình sản xuất ",khac,kiểm_tra,nội dung quản lý cân và xe nâng tay điện gồm những gì? là gì?
