question,answer
các nội dung cần kiểm tra trên line khi sản xuất gồm những gì?,"IV. Kiểm tra trên line\nCác chỉ tiêu kiểm tra:\n> Trọng lượng : đúng quy cách, và trong giới hạn cho phép hay không?\n> Seal: seal ăn không? Có tách seal, non seal hay già seal không?\nCỏ glufosinate, diquat các loại : 10 chai kiểm 1 chai \nCác loại cỏ khác : 5 chai kiểm 1 chai\nCác loại sâu bệnh : 8-10 chai kiểm 1 chai\nRiêng các loại EC mạnh : arriphos, forgon, forsan, cythrin..: Kiểm seal 100%\n> Nhãn: có bị lệch không, ăn keo không?\n> Date: có đúng date, có mờ, lem không\n> Tem chống giả: với những loại yêu cầu dán. - Có đúng tem, đúng vị trí, dán đúng cách không?\n> Thùng thành phẩm : số lượng chai/ thùng, trọng lượng, thông tin KCS trên thùng\n(IMG_KEY: non-seal.jpg)\n(IMG_KEY: gia-seal-chay-seal.jpg)\n(IMG_KEY: kiem-tra-bung-mep-tui.jpg)\n(IMG_KEY: loi-trong-san-xuat-trong-date.jpg)\n(IMG_KEY: loi-trong-san-xuat-mo-date.jpg)\n(IMG_KEY: loi-trong-san-xuat-nap-ke.jpg)\n(IMG_KEY: loi-trong-san-xuat-lung-can.jpg)\n(IMG_KEY: loi-trong-san-xuat-bung-lop-seal.jpg)\n(IMG_KEY: loi-trong-san-xuat-be-nap.jpg)\n(IMG_KEY: loi-trong-san-xuat-bao-via-trong-than-chai.jpg)\n(IMG_KEY: loi-trong-san-xuat-bung-mep-tui.jpg)\n(IMG_KEY: loi-trong-san-xuat-tem-dan-chua-dinh.jpg)\n(IMG_KEY: loi-trong-san-xuat-thung-bi-thung-do-nhà cung cấp-cat-be-sai-kich thuoc.jpg)\n(IMG_KEY: loi-trong-san-xuat-lung-ron-cua-chai.jpg)\n(IMG_KEY: loi-trong-san-xuat-rach-goc-thung.jpg)\n(IMG_KEY: loi-trong-san-xuat-thung-than-chai.jpg)\n(IMG_KEY: loi-trong-san-xuat-hai-seal.jpg)\n(IMG_KEY: loi-trong-san-xuat-lan-tui-trong-cung-1-lo.jpg)\n(IMG_KEY: loi-trong-san-xuat-lan-chai-khong-logo-vao-chai-co-logo.jpg)\n(IMG_KEY: loi-trong-san-xuat-dinh-lieu-tren-chai.jpg)\n(IMG_KEY: loi-trong-san-xuat-bung-mep-nhan.jpg)\n(IMG_KEY: loi-trong-san-xuat-lech-nhan.jpg)\n(IMG_KEY: loi-trong-san-xuat-lan-seal-khong-logo-vao-seal-co-logo.jpg)\n(IMG_KEY: loi-trong-san-xuat-nap-khong-seal.jpg)\nSẢN PHẨM ĐÓNG VÀ TRỌNG LƯỢNG CHAI CHƯA PHÙ HỢP _> Cần tăng trọng lượng chai\nNhóm chai dùng chung bastar HD 95gr ( móp chai ) (7.2024)\n(IMG_KEY: loi-trong-san-xuat-nhom-chai-dung-chung-bastar-hd.jpg)\nNhóm chai KH mang tới 100gr HD 1 lít KH c2 Bình Minh (3.2024)\n(IMG_KEY: loi-trong-san-xuat-nhom-chai-khach-hang-mang-toi-100gr-hd.jpg)\nSẢN PHẨM ĐÓNG VÀ TRỌNG LƯỢNG CHAI CHƯA PHÙ HỢP\nMekongvil 5SC - 1lít (20c) - Vill Thụy Sĩ - TVS (Chai tròn trắng đục BASP CHAG1000-01) date: LSX: 16.03.2024\nTrọng lượng 100gr-> bị móp\n(IMG_KEY: loi-trong-san-xuat-san-pham-dong-va-trong-luong-luong-chua-phu-hop-mekongvil-5sc.jpg)\nĐƯỜNG KÍNH SEAL VÀ LỚP SEAL CHƯA PHÙ HỢP VỚI MIỆNG CHAI ( SEAL BT-> CHUYỂN SEAL NHÔM LOGO BMC)\nLỖI 16.11 nhà cung cấp Thành phát seal ăn ko đều\n(IMG_KEY: loi-trong-san-xuat-thanh-phat-seal-an-khong-deu.jpg)\nNẮP BỊ NỨT DO SIẾT QUÁ CHẶT HOẶC CHẤT LƯỢNG NHỰA - CÓ TÁC ĐỘNG CỦA LỰC SẼ BỊ NỨT NẮP\n(IMG_KEY: loi-trong-san-xuat-nap-bi-nut-do-siet-qua-chat.jpg)\nThân chai nhựa không đều\n(IMG_KEY: loi-trong-san-xuat-can-bi-thung-mop.jpg)\nThay đổi cách chất can trong thùng để hạn chế  móp ( gãy ) can\n(IMG_KEY: thay-doi-cach-chat-can-trong-thung-de-han-che-mop.jpg)\nLỗi trong giai đoạn thổi chai > xuất hiện bong bóng khí trên chai \n(IMG_KEY: loi-trong-san-xuat-la-xuat-hien-bong-bong-khi-tren-chai.jpg)\nThân chai nhựa không đều\n(IMG_KEY: than-chai-nhua-khong-deu.jpg)"
quy trình xử lý lỗi vật tư phụ được thực hiện như thế nào?,"Nhận thông tin lỗi từ sản xuất, kho => Kiểm tra thực tế  => Tìm nguyên nhân lỗi => Xử lý lỗi => Phương án khắc phục tức thời và lâu dài. CỤ THỂ: \nNguyên tắc xử lý lỗi > TÌM ĐƯỢC NGUYÊN NHÂN GỐC RỄ:\n- Nhanh chóng, kịp thời, chính xác > những lỗi nghiêm trọng cần báo ngay cấp lãnh đạo để có phương án xử lý tối ưu nhất\n- Phát hiện lỗi thông báo ngay đến các bộ phận liên quan để ngừng sản xuất hoặc ngừng xuất hàng (sản xuất, kho, kinh doanh, kế toán)\n- Phương án xử lý nhanh nhất để kịp thời đáp ứng sản xuất\n- Giải quyết vấn đề từ nguyên nhân gốc rễ\n- Ngăn chặn ngay những lỗi phát sinh từ nhà cung cấp (ngừng dùng) cho đến khi xử lý được triệt để các lỗi > xử lý nhanh nhà cung cấp khác để kịp thời bù vật tư cho sản xuất\n- Những lỗi chưa xác định nguyên nhân cụ thể > ngưng ngay nhà cung cấp chuyển nhà cung cấp khác > xử lý thành phẩm trong kho nếu có (tính chi phí nhà cung cấp)\n- Khi có các lỗi phát sinh mới, cần thông báo toàn bộ hệ thống để nắm thông tin , thông báo nhà cung cấp khác có liên quan để rà soát, nhắc nhở ngăn ngừa lỗi tương tự"
các nghiệp vụ phát sinh chính của vật tư gồm những gì?,Nghiệp Vụ Phát Sinh Của Vật Tư\n1. TEST CHAI \n2. THIẾT KẾ NHÃN RIÊNG\n3. KIỂM TRA HUỶ NHÃN \n4. KIỂM TRA THÀNH PHẨM\n5. QUẢN LÝ CÂN VÀ XE NÂNG TAY ĐIỆN
nội dung quy trình test chai gồm những gì?,"I. TEST CHAI \nMục đích: \nĐảm bảo tương thích giữa chai và thuốc\nĐảm bảo chất lượng và ổn định sản phẩm\nĐảm bảo an toàn vận chuyển – lưu kho – sử dụng\nGiảm rủi ro kinh tế và thương hiệu\nCác trường hợp cần test trước chai : \n- Test các chai mới (lưu ý đo thùng, đo nhãn)\nTest các sản phẩm mới trước khi đóng hàng loạt\nThay đổi loại chai hoặc nhà cung cấp mới\nTest các sản phẩm mới theo nhu cầu đóng của khách hàng\nTiến hành các bước test chai: \nBước 1: Chuẩn bị các loại chai cần test (mỗi loại 3-5 chai)\nBước 2: Kiểm tra và lên danh sách các loại liệu cần để test chai \nBước 3: Ứng liệu để test chai (từ sản xuất hoặc kho nguyên liệu)\n(IMG_KEY: buoc-1-2-3-test-chai.jpg)\nBước 4: Tiến hành test chai (test ở sản xuất để đảm bảo tính đồng bộ và tính tiệm cận nhất với sản xuất) – lưu ý: ghi chú rõ nguyên liệu, ngày test, ncc chai \nBước 5: Mang lên phòng thí nghiệm bỏ vào tủ sấy \nBước 6: Cập nhật vào bảng theo dõi để làm tư liệu đánh giá\n(IMG_KEY: buoc-4-5-6-test-chai.jpg) \nLưu ý khi test chai: \nkiểm tra thật kỹ khi tiến hành test chai: đặc biệt là về seal > canh chuẩn về nhiệt độ và seal ăn chắc đều chuẩn, không già seal, non seal > mới đánh giá chính xác độ tương thích, thời gian test seal: tủ sấy là 14 ngày , sau đó để ở nhiệt độ phòng để tiếp tục theo dõi.\nKIỂM TRA KẾT QUẢ SAU 7 NGÀY VÀ 14 NGÀY :\nĐánh giá cảm quan, hình thức bên ngoài: chai có bị biến dạng hay không, phồng thân chai, nứt chai, nứt đáy, lưu ý về độ giòn của thân chai\nĐánh giá seal: seal có bị ẩm, bong tróc, hiện tượng phá seal ăn mòn hoặc tách lớp\nĐánh giá nguyên liệu: tình trạng nguyên liệu có bình thường không? mức liệu các chai có chênh lệch không?"
nội dung và quy trình thiết kế nhãn riêng gồm những gì?,"II. THIẾT KẾ NHÃN RIÊNG\nMục đích:\nĐáp ứng như cầu của khách hàng muốn đóng nhãn riêng\nHệ thống nhu cầu của khách logic và tránh thiếu sót nhu cầu \nPhối hợp với CSKH để đáp ứng đúng ý của khách hàng và tiến độ nhanh chóng \nQUY TRÌNH THIẾT KẾ NHÃN RIÊNG: NHẬN LỆNH THIẾT KẾ TỪ CSKH -> PHÂN THIẾT KẾ -> THIẾT KẾ NHÃN -> CHỐT NHÃN\n(IMG_KEY: quy-trinh-thiet-ke-nhan-rieng.jpg)\nBước 1: Nhận lệnh thiết kế từ CSKH\nCSKH nhận yêu cầu thiết kế từ khách hàng > CSKH chụp xác nhận của khách hàng gửi lên nhóm Nhãn riêng > Vật tư (thiết kế) cập nhật vào file theo dõi \n(IMG_KEY: buoc-1-thiet-ke-nhan-rieng.jpg)\nBước 2: Vật tư (thiết kế) vào nhóm thiết kế > phân thiết kế phụ trách thiết kế nhãn theo nhu cầu của khách\nCSKH có trách nhiệm trao đổi với khách để lên ý tưởng, hình ảnh, màu sắc theo ý của khách hàng\nVật tư có trách nhiệm giải quyết các thắc mắc và tính pháp lý của nhãn\nThiết kế phối hợp và thiết kế theo yêu cầu của khách \n(IMG_KEY: buoc-2-thiet-ke-nhan-rieng.jpg)\nBước 3: Thiết kế phụ trách thiết kế. Lưu ý:\nBám sát vào ý tưởng khách hàng\nThiết kế theo thông tin trên giấy đăng kí sản phẩm\nKiểm tra thông tin nhãn trên bảng check nhãn để tránh thiếu sót các thông tin bắt buộc trên nhãn \nCác thông tin sản phẩm đặc thù phải đặc biệt lưu ý và không được sai sót trên nhãn\nĐặc biệt kiểm tra TÊN HIỆU của nhãn (IMG_KEY: buoc-3-thiet-ke-nhan-rieng.jpg)\nBước 4: Chốt nhãn\nThiết kế xong nhãn > gửi lên nhóm > Khách hàng xác nhận > Vật tư (thiết kế) cập nhật vào file theo dõi > gửi lên nhóm CHỐT NHÃN\n(IMG_KEY: buoc-4-thiet-ke-nhan-rieng.jpg)\nLưu ý: \nTrong quá trình thiết kế nhãn, các bộ phận phải theo dõi và giải quyết các vấn đề của khách nhanh nhất và hợp lý nhất\nCác bộ phận có trách nhiệm nhắc nhở lẫn nhau để tiến độ diễn ra nhanh chóng\nCSKH có nhiệm vụ tư vấn và trao đổi với khách các vấn đề liên quan đến nhãn mác, tránh trường hợp đã thiết kế xong nhưng khách không chốt\nKhi xảy ra các trường hợp sai quy định thiết kế, vật tư và cskh có nhiệm vụ tư vấn lại với khách, nếu liên quan đến pháp lý không thể giải quyết phải liên hệ với cấp trưởng để chốt lại."
quy trình kiểm tra và huỷ nhãn được thực hiện như thế nào?,"III. KIỂM TRA HUỶ NHÃN \nNHẬN YÊU CẦU HUỶ NHÃN TỪ SẾP OR CSKH\nNhãn chung không có nhu cầu đóng\nNhãn riêng: nhãn lẽ, nhãn không có nhu cầu đóng \nTẬP HỢP NHÃN HUỶ\nKết hợp với kho vật tư lên danh sách nhãn cần huỷ\nKho tập hợp các nhãn lẻ sau kho đóng xong kế hoạch\nTất cả tập trung về 1 vị trí để tránh nhầm lẫn \nKIỂM TRA HUỶ NHÃN\nVật tư kết hợp với kế toán kiểm tra nhãn huỷ nếu là nhãn chung\nVật tư, kế toán, kinh doanh cùng kiểm tra huỷ\nHUỶ NHÃN\nTrình ký phiếu huỷ nhãn khi đã có chữ ký đầy đủ của người kiểm tra và quản lý bộ phận có liên quan \nSếp ký huỷ > scan phiếu gửi lên nhóm của sản xuất và đưa bảng gốc cho kế toán"
quy trình và mục đích kiểm tra thành phẩm gồm những gì?,"VI. KIỂM TRA THÀNH PHẨM\nMục đích: \nĐảm bảo chất lượng sản phẩm trong quá trình lưu kho\nKiểm soát và phát hiện những lỗi sản phẩm trong quá trình sản xuất. Phát hiện thành phẩm không đạt chất lượng → có phương án phân loại, xử lý, hoặc thu hồi sớm trước khi phân phối.\nLên lịch định kỳ hàng tháng kiểm tra các thành phẩm trong kho \nTập hợp danh sách và số lượng tồn kho một số sản phẩm có nguyên liệu đặc thù, nguyên liệu mạnh hoặc xông hơi\nCách thức kiểm tra:\nKiểm tra xác xuất 5-10% theo số lượng tồn kho thực tế\nKiểm tra cảm quan và tình trạng seal \nNếu phát hiện các tình trạng bất thường > kịp thời thông báo các bộ phận liên quan để kiểm tra > các lỗi nghiêm trọng phải thông báo ngưng xuất hàng và báo cáo ngay với lãnh đạo để có phương án xử lý kịp thời\nLƯU Ý: Nếu phát hiện các tình trạng bất thường > kịp thời thông báo các bộ phận liên quan để kiểm tra > các lỗi nghiêm trọng phải thông báo ngưng xuất hàng và báo cáo ngay với lãnh đạo để có phương án xử lý kịp thời\n(IMG_KEY: kiem-tra-thanh-pham.jpg)"
nội dung quản lý cân và xe nâng tay điện gồm những gì?,"V. QUẢN LÝ CÂN VÀ XE NÂNG TAY ĐIỆN\nMục đích:\nKiểm tra tính chính xác và hoạt động của cân\nKịp thời xử lý các lỗi của cân và xe nâng tay điện \nĐỐI VỚI CÂN\n- Định kỳ kiểm tra cân 2 tháng/lần, quản lý số lượng cân từng bộ phận\n- Kiểm tra tình trạng cân và theo dõi hiệu chỉnh, sửa chữa cân nếu có\n- Nhận thông tin, phản ánh  và xử lý các vấn đề về cân\n- Kiểm tra cách sử dụng cân, bảo quản cân (kiểm tra xác xuất các line dưới sản xuất)\n- Thanh lý hoặc mua bổ sung cân theo nhu cầu sử dụng của sản xuất và các bộ phận liên quan \nĐỐI VỚI XE NÂNG TAY ĐIỆN\n- Nhận thông tin, phản ánh và xử lý các vấn đề về xe nâng tay điện nếu phát sinh \n- Kiểm tra cách sử dụng xe nâng trong quá trình sản xuất "
nội dung thiết kế nhãn – gói (công ty – khách hàng) gồm những gì?,"I. THIẾT KẾ NHÃN – GÓI ( CÔNG TY – KHÁCH HÀNG) \nNhận lệnh thiết kế từ vật tư or người phân công thiết kế\nTriển khai thiết kế dựa trên ý tưởng của khách hàng\nKhách chốt nhãn > LƯU FILE\nnhận danh sách nhãn gói mới (đặt in lần đầu) > thêm ô tích\nNhận đơn hàng của vật tư \nGửi file cho nhà in \nTrình tự thiết kế: \n+ nhóm nào phân công trước \n+ một nhóm mà có nhiều thiết kế > thiết kế từ nhãn + dành thời gian cho các nhóm khác được phân công \nCách lưu file: tất cả lưu trên đường dẫn NAS\n+ folder: tên đơn vị quản lý \n+ file: tên thương mại sp \n\nTONE MÀU KHI THIẾT KẾ NHÃN – GÓI \nthuốc trừ sâu: Màu vàng, đỏ, cam > màu nóng \nthuốc trừ bệnh : Màu xanh , tươi mát > thiên về màu lạnh \nthốc cỏ: Có thể màu nóng hoặc lạnh > thiên về hình ảnh cỏ nhiều hơn\n> Khi thiết kế nhãn > lưu ý phải hình ảnh và câu chữ phải có logic và liên kết với nhau. Ví dụ: tên hiệu ”VUA SÂU” > HÌNH ÔNG VUA\n> trên nhãn phải có hình ảnh trọng tâm là điểm nhấn\n\nTHÔNG TIN CẦN CÓ TRÊN NHÃN \nDựa vào thông tin của giấy đăng kí và công bố hợp quy\n1. Tên thương mại\n2. Hoạt chất hàm lượng\n3. Số đăng ký \n4. Số hợp quy\n5. Đối tượng đăng ký\n6. Đơn vị đăng ký, địa chỉ\n7. Đơn vị ủy quyền, địa chỉ\n8. Đơn vị sản xuất\n9. Xuất xứ \n10. Canh mép\n11. Đơn vị phân phối, địa chỉ\n12. Màu độc, biểu tượng độc\n13. Quy cách\n14. NSX, ngày đóng gói, HSD\n15. Liều lượng, cách dùng, HDATSD\n16. Thời gian cách ly\n17. Tên chai, kích thước\n18. Mã QR\n19. Câu nhận biết\n20. Sở hữu trí tuệ\nTrên giấy hợp quy\n(IMG_KEY: tren-giay-dang-ky-3-6-1-2-12-7.jpg)\nTrên giấy hợp quy\n(IMG_KEY: tren-giay-dang-ky-5-16-15.jpg)\n12. Màu độc, biểu tượng độc\nCác lưu ý:\nĐối với mục 9 “Xuất Xứ”: Từ tháng 6/2025 trở đi tất cá các nhãn sẽ bỏ xuất xứ\nMục số 12 “Màu độc, biểu tượng độc”: có 3 mức độ độc tương ứng 2 màu độc và 3 câu cảnh báo \n+ 3 GHS: màu vàng  \n(IMG_KEY: 3-ghs-mau-vang.jpg)\n+ 4 GHS: màu vàng  \n(IMG_KEY: 4-ghs-mau-vang.jpg)\n+ 5 GHS: màu xanh dương\n(IMG_KEY: 5-ghs-mau-xanh-duong.jpg)\nTrên giấy hợp quy\n(IMG_KEY: tren-giay-hop-quy-4-8.jpg)\n4. Số hợp quy: Cần lưu ý thời hạn của giấy hợp quy. Giấy hợp quy khi được đăng ký mới sẽ có số hợp quy mới \n8. Đơn vị sản xuất: nếu trên giấy để “Báo cáo đánh giá hợp quy của công ty cổ phần BMC VN” thì ĐVSX sẽ là BMC Việt Nam. Nếu để tên công ty Agrishop hay Delta Thụy Sĩ thì ĐVSX sẽ là KCS\n9. Xuất xứ: trên nhãn không thể hiện xuất xứ và các từ liên quan gây hiểu lầm về xuất xứ\nVí dụ: sản phẩm của Singapore, nhập khẩu ấn độ,…. Sẽ không được thể hiện trên nhãn \n10. Canh mép: Áp dụng cho nhãn giấy > toàn bộ đều canh mép phải, mép 10mm\n11. Đơn vị phân phối, địa chỉ: được thể hiện trên nhãn hoặc không tuỳ vào yêu cầu của khách hàng \n13. Quy cách + đặc điểm nguyên liệu: kiểm tra trên nhãn đã thể hiện hay chưa?  Đơn vị thể tích thực đối với nguyên liệu nước và khối lượng tịnh đối với nguyên liệu bột \n14. Ngày sản xuất, ngày đóng gói, hạn sử dụng, hạn sử dụng:\n cho tất cả các sản phẩm thuốc BVTV là 2 năm\n thuốc côn trùng có thể 2 năm hoặc 3 năm  >  dựa vào giấy đăng ký để xác định \n(IMG_KEY: han-su-dung.jpg)\n17. Tên chai, kích thước: dựa vào bảng kích thước để check\n(IMG_KEY: ten-chai-va-kich-thuoc.jpg)\n\nQUY TẮC GHI TÊN NHÃN > tên được ghi phía trên của nhãn \nNHÃN/GÓI -TÊN THƯƠNG MẠI – QUY CÁCH – (ĐẶC ĐIỂM LIỆU) – TÊN HIỆU – (C2) – ĐƠN VỊ PHÂN PHỐI –  ĐƠN VỊ QUẢN LÝ ( MÃ CHAI, KÍCH THƯỚC) – \nNGÀY HOÀN THÀNH THIẾT KẾ ĐƯỢC GHI Ở GÓC PHẢI PHÍA DƯỚI NHÃN\nĐối với nhãn riêng công ty Phúc Thịnh sẽ có C2 -> tên nhóm ZALO có C2 hoặc UỶ THÁC PT>  thì  trên nhãn sẽ có câu “Ủy thác bởi PT”\n +Ví dụ: Nhãn bám dính – 100ml – Thấm sâu NOVA – NOVA – Mai Linh ( chai 100 -03, 171x41mm)  \n(IMG_KEY: nhan-san-pham.jpg)\n\nQUY TẮC GHI TÊN NHÃN:\nKích thước, mã chai: theo file đính kèm và luôn được ghi chú phía dưới mỗi nhãn (mã chai được viết lên mép nhãn giấy)\nNhiều sản phẩm có nhiều dòng (Đặc điểm nguyên liệu): phải ghi note lên trên nhãn ( có danh sách đính kèm)\n Đặc điểm nguyên liệu  ĐẶC THÙ cũng được ghi lên nhãn sau tên thương mại \nVí dụ: KENBAST 15SL GOLD, GUSSI BASTAR 200SL LONG, ABINSEC 1.8EC gold,….\nPhân biệt tên ĐƠN VỊ PHÂN PHỐI và ĐƠN VỊ QUẢN LÝ \n Những nhãn nào có tên đơn vị phân phối khác với tên nhóm ZALO thì trên mép gói hoặc mép nhãn phải để tên của nhóm ZALO đó\n(IMG_KEY: quy-tac-ghi-ten-nhan.jpg)\n\nMột số sản phẩm có nhiều dòng, nhiều đặc điểm nguyên liệu \n1.GUSSI BASTAR, KENBAST \nNguyên liệu ĐẶC\nNguyên liệu lỏng > sau tên thương mại có chữ “LONG” \nKENBAST CÓ DÒNG GOLD> những sp cỏ k đóng dòng GOLD thì không được để GOLD lên nhãn\n2.ABINSEC 1.8EC\nNước đỏ\nGold\nOxatin \nEmaben sâu\n3. CHITIN 3.6EC\nNước đỏ\nNước trong\nNhện \n4.IGRO 240SC > TRÊN NHÃN PHẢI CÓ DÒNG NGUYÊN LIỆU \nChlorfenapyr\nOhayo\nXpro \n5.KAJIO 5EC \ndòng siêu rẻ\nDòng thường \n6.BINHTOX , KOTO 240SC , KYODO 25SC\nNguyên liệu thường \nNguyên liệu gold \n7.KAJIO 1GR \nDòng alpha > hạt đỏ\n- Dòng gold > hạt xanh \n8.HAIHAMEC, ANKMEC, DAPHAMEC, \nNước đỏ\nNước trong \n9.SP CÓ MÀU SẮC BỘT > TRÊN NHÃN PHẢI CÓ MÀU SẮC BỘT – NẾU KHÔNG CỤ THỂ THÌ ĐỂ DẠNG Ô TÍCH \nFORTHANE (bột xanh + bột vàng)\nBYPHAN (bột xanh + bột vàng)\nSCORTLAN (bột xanh + bột vàng) \nTATSU 25WP ( bột xanh+ bột vàng + bột trắng)\nFORTAZEB (bột xanh + bột vàng) \nNIKO  (bột xanh + bột vàng) \n\nMột số LƯU Ý VỀ “ĐƠN VỊ SẢN XUẤT”\nVoi Thai Gold\nAbinsec Gold\nOhayo 100SC\nIgro ( Ohayo 240SC)\nIgro Xpro (Hoàng Tử Sâu)\nAbinsec oxatin\nBinhtox 3.8EC Gold\nKoto gold\nAbinsec Emaben siêu diệt sâu\nHosu\nKyodo Gold\nEnvidor (hoàng phát)\nKyodo Super : Đóng cho Hoàng Phát: Chuyên nhện\nEthin nhện (Hoàng Phát) côn trùng\nChitin 3.6 Nhện Chúa (Hoàng Phát)\nSongho (Nhật Anh)\nCác nhãn giấy phép côn trùng\n> LƯU Ý: CÁC SP TRÊN CHỈ ĐƯỢC ĐỂ ĐƠN VỊ SX TRÊN PHIẾU KCS\n> các loại sp khác nếu nhãn riêng khách của khách muốn để đơn vị sx sẽ ghi địa chỉ sản xuất , gia công cho khách bình thường\n\nMột số LƯU Ý VỀ LOẠI CHAI KHI THIẾT KẾ NHÃN\n- chai HDPE ( 240-08, 480-03, 1000-06, ZEROANVIL, BASAGA, bộ BASP, bộ BAYE, chai 1000-18, can 5 lít) > những loại này không đóng được liệu EC\n- Chai nhôm > không đóng SC\n- bộ pet tròn trắng > không đóng được liệu có dung môi mạnh: forgon, forsan, arriphos\n- gone super và bretil super > chỉ đóng cho chai 3 lớp ( 30-01, 240-06, 240 teen, 240 asmil)\n- GARDONA 250SL > KHÔNG THIẾT KẾ CHO TẤT CẢ CÁC LOẠI CHAI PET \n- BỘ PET ĐÓNG CỎ (100480-01, 1000-04, 1000-20, 1000-15) > CHỈ ĐÓNG CỎ SL \n\nCÁCH TRA TÊN SỞ HỮU TRÍ TUỆ \nTra trên danh mục thuốc bvtv đã được đăng ký lưu hành\nTra trên trang thông tin của cục sở hữu trí tuệ > tra theo từ khoá\nTra trên google > gõ tên lên gg sẽ hiện các tên gần giống \nPhải thực hiện đồng thời 3 các trên để không bị sót và biết được các tên gần giống \nKhông được đặt các tên đã được đăng kí shtt của các công ty cùng ngành ( syngenta, baye,…. )\nKhông đặt tên của các thương hiệu nổi tiếng gây nhầm lẫn ( vd: cocacola, pesi,….)"
nội dung thiết kế phục vụ công tác tuyển dụng bao gồm những gì?,"II. THIẾT KẾ PHỤC VỤ CHO CÔNG TÁC TUYỂN DỤNG \nNhận thông tin từ HCNS, Vật tư, Kế toán thiết kế các tờ rơi, banner tuyển dụng, thông báo lịch nghỉ, các backdrop cho các sự kiện của công ty theo nhu cầu > lưu ý trao đổi về lịch trình làm việc để tránh chậm tiến độ \n(IMG_KEY: banner-tuyen-dung-thiet-ke-do-hoa.jpg)\n(IMG_KEY: banner-tuyen-dung-nhan-vien-it.jpg)\n(IMG_KEY: banner-thong-bao-thay-doi-nhan.jpg)\n(IMG_KEY: banner-thong-bao-nghi-le-quoc-khanh.jpg)\n(IMG_KEY: banner-gala-dinner.jpg)"
các công việc cấp trên giao hoặc hỗ trợ các phòng ban khác gồm những gì?,"III. CÁC CÔNG VIỆC CẤP TRÊN HOẶC HỖ TRỢ CÁC PHÒNG BAN KHÁC\nThực hiện các công việc Ban lãnh đạo giao\nHỗ trợ nghiệp vụ cho các phòng ban khác như kế toán, kinh doanh,.. > Nhận thông tin từ các phòng ban để thiết kế theo yêu cầu\n> > lưu ý trao đổi về lịch trình làm việc để tránh chậm tiến độ . Thông báo với Vật tư và bạn phân thiết kế để có kế hoạch điều chỉnh công việc để không bị động"
